iter,best,mean,best_route_time,mean_route_time
1,9107.451405155118,10562.02927597051,9107.451405155118,10562.02927597051
2,9107.451405155118,10643.07806068905,9107.451405155118,10643.07806068905
3,9107.451405155118,10551.790694280895,9107.451405155118,10551.790694280895
4,9107.451405155118,10513.626737195136,9107.451405155118,10513.626737195136
5,9107.451405155118,10528.724464159177,9107.451405155118,10528.724464159177
6,9107.451405155118,10379.249902692563,9107.451405155118,10379.249902692563
7,9107.451405155118,10584.267465849805,9107.451405155118,10584.267465849805
8,9107.451405155118,10357.165141832513,9107.451405155118,10357.165141832513
9,9107.451405155118,10484.84852060827,9107.451405155118,10484.84852060827
10,9107.451405155118,10191.655779418628,9107.451405155118,10191.655779418628
11,9107.451405155118,10304.251709367887,9107.451405155118,10304.251709367887
12,9107.451405155118,10170.9294961385,9107.451405155118,10170.9294961385
13,9107.451405155118,10241.693599127862,9107.451405155118,10241.693599127862
14,9107.451405155118,10203.214607602498,9107.451405155118,10203.214607602498
15,9107.451405155118,10181.106601762629,9107.451405155118,10181.106601762629
16,9107.451405155118,10077.696894641469,9107.451405155118,10077.696894641469
17,9107.451405155118,10166.75309693337,9107.451405155118,10166.75309693337
18,9107.451405155118,10225.488501953814,9107.451405155118,10225.488501953814
19,9107.451405155118,10047.071225316398,9107.451405155118,10047.071225316398
20,9107.451405155118,10059.488878922479,9107.451405155118,10059.488878922479
21,9107.451405155118,9990.259389165072,9107.451405155118,9990.259389165072
22,9107.451405155118,10132.002055733086,9107.451405155118,10132.002055733086
23,9107.451405155118,10387.524618707821,9107.451405155118,10387.524618707821
24,9107.451405155118,10213.316690621532,9107.451405155118,10213.316690621532
25,9107.451405155118,10283.779916799327,9107.451405155118,10283.779916799327
26,9107.451405155118,9984.63109170414,9107.451405155118,9984.63109170414
27,9107.451405155118,10169.654279990014,9107.451405155118,10169.654279990014
28,9107.451405155118,10181.481387105618,9107.451405155118,10181.481387105618
29,9107.451405155118,9877.232600817408,9107.451405155118,9877.232600817408
30,9107.451405155118,10260.89331254082,9107.451405155118,10260.89331254082
31,9107.451405155118,10106.565728217282,9107.451405155118,10106.565728217282
32,9107.451405155118,10022.624482446736,9107.451405155118,10022.624482446736
33,9107.451405155118,10032.027763033031,9107.451405155118,10032.027763033031
34,9107.451405155118,10019.392597685974,9107.451405155118,10019.392597685974
35,9107.451405155118,10081.368673917666,9107.451405155118,10081.368673917666
36,9107.451405155118,10198.340727806055,9107.451405155118,10198.340727806055
37,9107.451405155118,10096.770860360275,9107.451405155118,10096.770860360275
38,9107.451405155118,10193.838935742288,9107.451405155118,10193.838935742288
39,9107.451405155118,10060.023735186918,9107.451405155118,10060.023735186918
40,9107.451405155118,10159.260920008288,9107.451405155118,10159.260920008288
41,9107.451405155118,10161.015400308108,9107.451405155118,10161.015400308108
42,9107.451405155118,10053.860305889546,9107.451405155118,10053.860305889546
43,9107.451405155118,10074.161682663958,9107.451405155118,10074.161682663958
44,9107.451405155118,9884.475620902247,9107.451405155118,9884.475620902247
45,9107.451405155118,10132.170019540361,9107.451405155118,10132.170019540361
