vehicle_id,vehicle_name,num_stops_including_depot,capacity_used,capacity_max,capacity_utilization,distance_m,initial_cost,distance_cost,route_cost,stops_by_id
1,Truck-01,80,246.0,10000.0,0.0246,260395.0097853095,75819.0,789.0,205527481.7206092,"[0, 43, 15, 35, 62, 31, 14, 78, 13, 66, 76, 53, 7, 77, 22, 42, 33, 10, 36, 74, 29, 24, 34, 19, 20, 4, 9, 37, 17, 63, 1, 45, 49, 57, 41, 48, 50, 21, 64, 75, 47, 52, 28, 61, 73, 44, 38, 55, 5, 54, 3, 2, 60, 72, 27, 12, 68, 51, 56, 58, 59, 18, 71, 30, 11, 16, 70, 39, 32, 40, 65, 67, 25, 6, 23, 46, 69, 8, 26, 0]"
