config_name,cluster_idx,iter,best_mean,best_std,mean_mean,mean_std,n_runs
nsga2_comb1,0,43.0,31663.14266659946,0.0,31663.142666599462,0.0,1
nsga2_comb1,0,44.0,31663.14266659946,0.0,31663.142666599462,0.0,1
nsga2_comb1,0,45.0,31663.14266659946,0.0,31663.142666599462,0.0,1
nsga2_comb1,0,46.0,31663.14266659946,0.0,31663.142666599462,0.0,1
nsga2_comb1,0,47.0,31663.14266659946,0.0,31663.142666599462,0.0,1
nsga2_comb1,0,48.0,31663.14266659946,0.0,31663.142666599462,0.0,1
nsga2_comb1,0,49.0,31663.14266659946,0.0,31663.142666599462,0.0,1
nsga2_comb1,0,50.0,31663.14266659946,0.0,31663.142666599462,0.0,1
nsga2_comb1,0,51.0,31663.14266659946,0.0,31663.142666599462,0.0,1
nsga2_comb1,0,52.0,31663.14266659946,0.0,31663.142666599462,0.0,1
nsga2_comb1,1,1.0,14432.67053564242,0.0,19550.705812548844,0.0,1
nsga2_comb1,1,2.0,14364.345781533437,0.0,15848.901018572542,0.0,1
nsga2_comb1,1,3.0,14210.528961710084,0.0,15143.425427952245,0.0,1
nsga2_comb1,1,4.0,14210.528961710084,0.0,14808.639905477334,0.0,1
nsga2_comb1,1,5.0,14210.528961710084,0.0,14674.548589274473,0.0,1
nsga2_comb1,1,6.0,14210.52896171008,0.0,14541.514517627487,0.0,1
nsga2_comb1,1,7.0,14210.52896171008,0.0,14422.16259039043,0.0,1
nsga2_comb1,1,8.0,14210.52896171008,0.0,14416.60905104212,0.0,1
nsga2_comb1,1,9.0,14210.52896171008,0.0,14402.16984873652,0.0,1
nsga2_comb1,1,10.0,14210.52896171008,0.0,14387.389022660373,0.0,1
nsga2_comb1,1,11.0,14210.52896171008,0.0,14357.827370508076,0.0,1
nsga2_comb1,1,12.0,14210.52896171008,0.0,14293.150526855185,0.0,1
nsga2_comb1,1,13.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,14.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,15.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,16.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,17.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,18.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,19.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,20.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,21.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,22.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,23.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,24.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,25.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,26.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,27.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,28.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,29.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,30.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,31.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,32.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,33.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,34.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,35.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,36.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,37.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,38.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,39.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,40.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,41.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,42.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,43.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,44.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,45.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,46.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,47.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,48.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,49.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,50.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,51.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,52.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,53.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,54.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,55.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,56.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,57.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,58.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,59.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,60.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,61.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,62.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,63.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,64.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,65.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,66.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,67.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,68.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,69.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,70.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,71.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,72.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,73.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,74.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,75.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,76.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,77.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,78.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,1,79.0,14210.52896171008,0.0,14210.528961710084,0.0,1
nsga2_comb1,2,1.0,28753.34426255828,0.0,35160.65979704915,0.0,1
nsga2_comb1,2,2.0,28753.34426255828,0.0,30248.206019345704,0.0,1
nsga2_comb1,2,3.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,4.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,5.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,6.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,7.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,8.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,9.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,10.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,11.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,12.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,13.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,14.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,15.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,16.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,17.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,18.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,19.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,20.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,21.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,22.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,23.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,24.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,25.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,26.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,27.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,28.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,29.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,30.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,31.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,32.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,33.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,34.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,35.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,36.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,37.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,38.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,39.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,40.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,41.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,42.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,43.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,44.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,45.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,46.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,47.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,48.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,49.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,50.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,51.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,52.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,53.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,54.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,55.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,56.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,57.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,58.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,59.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,60.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,61.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,62.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,63.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,64.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,65.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,66.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,67.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,68.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,69.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,70.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,71.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,72.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,73.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,74.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,75.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,76.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,77.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,78.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,79.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,2,80.0,28753.34426255828,0.0,28753.344262558272,0.0,1
nsga2_comb1,3,1.0,19460.10675825831,0.0,26580.49114332829,0.0,1
nsga2_comb1,3,2.0,19460.10675825831,0.0,21818.587622492152,0.0,1
nsga2_comb1,3,3.0,19460.10675825831,0.0,20632.192418357776,0.0,1
nsga2_comb1,3,4.0,19460.10675825831,0.0,20131.932571221245,0.0,1
nsga2_comb1,3,5.0,19460.10675825831,0.0,19730.21566763728,0.0,1
nsga2_comb1,3,6.0,19460.10675825831,0.0,19463.097171273726,0.0,1
nsga2_comb1,3,7.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,8.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,9.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,10.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,11.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,12.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,13.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,14.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,15.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,16.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,17.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,18.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,19.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,20.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,21.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,22.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,23.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,24.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,25.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,26.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,27.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,28.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,29.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,30.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,31.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,32.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,33.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,34.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,35.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,36.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,37.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,38.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,39.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,40.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,41.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,42.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,43.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,44.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,45.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,46.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,47.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,48.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,49.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,50.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,51.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,52.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,53.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,54.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,55.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,56.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,57.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,58.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,59.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,60.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,61.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,62.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,63.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,64.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,65.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,66.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,67.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,68.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,69.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,70.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,71.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,72.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,73.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,74.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,75.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,76.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,77.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,78.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,79.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,80.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,3,81.0,19460.10675825831,0.0,19460.10675825831,0.0,1
nsga2_comb1,4,1.0,10473.803425735625,0.0,13004.286540234045,0.0,1
nsga2_comb1,4,2.0,10473.803425735625,0.0,12015.093800223023,0.0,1
nsga2_comb1,4,3.0,10473.803425735625,0.0,11145.774877721473,0.0,1
nsga2_comb1,4,4.0,10473.803425735625,0.0,10510.476655814338,0.0,1
nsga2_comb1,4,5.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,6.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,7.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,8.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,9.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,10.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,11.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,12.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,13.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,14.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,15.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,16.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,17.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,18.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,19.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,20.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,21.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,22.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,23.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,24.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,25.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,26.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,27.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,28.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,29.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,30.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,31.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,32.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,33.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,34.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,35.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,36.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,37.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,38.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,39.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,40.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,41.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,42.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,43.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,44.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,45.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,46.0,10473.803425735625,0.0,10473.80342573562,0.0,1
nsga2_comb1,4,47.0,10473.803425735625,0.0,10473.80342573562,0.0,1
