vehicle_id,vehicle_name,num_stops_including_depot,capacity_used,capacity_max,capacity_utilization,distance_m,initial_cost,distance_cost,route_cost,stops_by_id
1,Truck-01,80,246.0,10000.0,0.0246,255681.5976618941,75819.0,789.0,201808599.55523446,"[0, 26, 8, 23, 46, 69, 30, 11, 16, 73, 44, 61, 28, 52, 47, 75, 21, 64, 57, 41, 48, 50, 55, 38, 5, 54, 3, 1, 49, 60, 45, 63, 9, 37, 17, 4, 20, 19, 34, 36, 74, 29, 24, 2, 70, 72, 27, 12, 68, 51, 71, 56, 58, 59, 18, 6, 25, 39, 32, 40, 33, 42, 22, 10, 77, 7, 53, 76, 66, 13, 65, 67, 78, 14, 31, 62, 35, 15, 43, 0]"
