vehicle_id,vehicle_name,num_stops_including_depot,capacity_used,capacity_max,capacity_utilization,distance_m,time_s,initial_cost,distance_cost,route_cost,stops_by_id
1,Truck-01,80,246.0,10000.0,0.0246,251488.0506515477,18055.868946071125,75819.0,789.0,198499890.96407112,"[0, 6, 62, 31, 14, 78, 67, 65, 40, 32, 39, 42, 33, 13, 66, 76, 53, 7, 77, 22, 10, 36, 17, 37, 9, 63, 4, 20, 19, 74, 34, 24, 29, 2, 60, 70, 72, 27, 12, 49, 45, 1, 3, 54, 5, 55, 38, 50, 57, 41, 48, 21, 64, 75, 47, 52, 28, 61, 44, 73, 16, 11, 71, 51, 68, 56, 58, 59, 25, 18, 30, 69, 46, 23, 8, 26, 43, 15, 35, 0]"
