vehicle_id,vehicle_name,num_stops_including_depot,capacity_used,capacity_max,capacity_utilization,distance_m,time_s,initial_cost,distance_cost,route_cost,stops_by_id
0,Truck-01-c5,12,0.0,10000.0,0.0,22173.75498264356,1579.6195878449332,100000.0,0.0,100000.0,"[0, 22, 23, 24, 21, 66, 1, 3, 2, 19, 7, 0]"
