iter,best,mean,best_route_time,mean_route_time
0,676.0,1944.78,47.72983950333099,140.0129788094012
0,633.0,766.42,45.08354174774015,54.398337541121016
0,616.0,678.58,43.771217764281594,48.1500572021112
0,574.0,645.74,40.759714709419335,45.84667562375623
0,574.0,623.9,40.759714709419335,44.44236119229347
0,571.0,604.9,40.70886561717328,43.146369316357195
0,569.0,596.0,40.475606560085396,42.52572810480926
0,569.0,590.72,40.475606560085396,42.0853612229906
0,568.0,583.98,40.322562973419416,41.62849164852271
0,560.0,580.06,40.0996317619183,41.29273703613781
0,560.0,576.8,40.0996317619183,41.05845060829051
0,560.0,575.06,40.04740507954457,40.95002225551119
0,560.0,572.92,40.04740507954457,40.80550092782252
0,560.0,571.8,39.9395712214525,40.72560928717607
0,560.0,570.12,39.831862052692856,40.58842379785674
0,550.0,568.44,39.16448285553942,40.46996459817959
0,550.0,567.64,39.16448285553942,40.417310935098236
0,550.0,566.84,39.16448285553942,40.34984467899803
0,550.0,566.34,39.16448285553942,40.32884591335378
0,550.0,565.76,39.16448285553942,40.290029322786395
0,550.0,565.12,39.16448285553942,40.24383361351271
0,550.0,564.26,39.16448285553942,40.18791781962108
0,550.0,564.18,39.16448285553942,40.18109840456329
0,550.0,563.34,39.16448285553942,40.111581026080934
0,550.0,563.08,39.16448285553942,40.091662421386445
0,550.0,562.56,39.16448285553942,40.064499479728944
0,550.0,562.36,39.16448285553942,40.04962177340884
0,544.0,561.58,38.79721018771394,40.000372762785986
0,540.0,559.78,38.416013011575615,39.874402758882454
0,540.0,559.34,38.416013011575615,39.84238647546511
0,540.0,558.36,38.416013011575615,39.76356572677627
0,540.0,557.64,38.416013011575615,39.71322147229491
0,540.0,556.5,38.416013011575615,39.635097259932635
0,540.0,555.44,38.416013011575615,39.54431931089499
0,540.0,554.18,38.416013011575615,39.46967906552082
0,540.0,552.92,38.416013011575615,39.37729530318585
0,540.0,552.72,38.416013011575615,39.36793624644983
0,540.0,551.7,38.416013011575615,39.30257694653106
0,540.0,550.94,38.416013011575615,39.25235776690099
0,540.0,550.06,38.416013011575615,39.20316478909796
0,540.0,549.58,38.416013011575615,39.16841928503289
0,540.0,548.88,38.416013011575615,39.114375358919546
0,540.0,548.84,38.416013011575615,39.107630303903655
0,540.0,548.14,38.416013011575615,39.05074916446954
0,540.0,547.32,38.416013011575615,38.98645602618546
0,540.0,547.02,38.416013011575615,38.95838035630353
0,540.0,546.56,38.416013011575615,38.93623667442795
0,540.0,546.36,38.416013011575615,38.922090215972524
0,540.0,545.86,38.416013011575615,38.89579042757897
0,538.0,545.48,38.26794049864674,38.86235355050965
0,538.0,544.92,38.26794049864674,38.819041886115876
0,538.0,544.66,38.19773377682727,38.79720225708299
0,538.0,544.28,38.19773377682727,38.773457967998105
0,538.0,543.88,38.19773377682727,38.750147917453106
0,538.0,543.46,38.19773377682727,38.71737428744183
0,538.0,543.16,38.19773377682727,38.68658542546716
0,538.0,542.98,38.19773377682727,38.67855493807127
0,538.0,542.8,38.19773377682727,38.6604984299818
0,538.0,542.78,38.19773377682727,38.65623227035204
0,538.0,542.56,38.19773377682727,38.64004931400193
0,538.0,542.56,38.19773377682727,38.64004931400193
0,538.0,542.4,38.19773377682727,38.626263151380314
0,538.0,542.24,38.19773377682727,38.61900414403047
0,538.0,542.24,38.19773377682727,38.61900414403047
0,538.0,542.24,38.19773377682727,38.61900414403047
0,538.0,542.08,38.19773377682727,38.60506137370967
0,538.0,541.74,38.19773377682727,38.58765999618839
0,538.0,541.74,38.19773377682727,38.58765999618839
0,538.0,541.64,38.19773377682727,38.587375819180856
0,538.0,541.28,38.19773377682727,38.55919932111086
0,538.0,541.1,38.19773377682727,38.543772602663644
0,538.0,540.98,38.19773377682727,38.52722043920789
0,538.0,540.88,38.19773377682727,38.51175853535714
0,538.0,540.64,38.19773377682727,38.50231738893083
0,538.0,540.56,38.19773377682727,38.50237650238457
0,538.0,540.52,38.19773377682727,38.49978216145688
0,538.0,540.36,38.19773377682727,38.489876371878154
0,538.0,540.36,38.19773377682727,38.489876371878154
0,538.0,540.3,38.19773377682727,38.48623035274205
0,538.0,540.2,38.19773377682727,38.482326554449216
0,538.0,540.04,38.19773377682727,38.47153376496038
0,538.0,540.04,38.19773377682727,38.47232197204357
0,538.0,540.04,38.19773377682727,38.47232197204357
0,538.0,539.96,38.19773377682727,38.46424752517243
0,538.0,539.96,38.19773377682727,38.46424752517243
0,538.0,539.88,38.19773377682727,38.4565981451822
0,538.0,539.84,38.19773377682727,38.45448292479459
0,538.0,539.84,38.19773377682727,38.45682667034983
0,538.0,539.84,38.19773377682727,38.4569826983606
0,538.0,539.84,38.19773377682727,38.4569826983606
0,538.0,539.84,38.19773377682727,38.4569826983606
0,538.0,539.8,38.19773377682727,38.46001604459538
0,538.0,539.8,38.19773377682727,38.46001604459538
0,538.0,539.78,38.19773377682727,38.46181484826427
0,538.0,539.78,38.19773377682727,38.46181484826427
0,538.0,539.62,38.19773377682727,38.44382554197624
0,538.0,539.54,38.19773377682727,38.44094785985157
0,538.0,539.54,38.19773377682727,38.44094785985157
0,538.0,539.54,38.19773377682727,38.44094785985157
0,538.0,539.48,38.19773377682727,38.44147949321272
0,538.0,539.48,38.19773377682727,38.44147949321272
0,538.0,539.44,38.19773377682727,38.436622066074285
0,538.0,539.42,38.19773377682727,38.433090742622
0,538.0,539.36,38.14880116267738,38.4275110843009
0,538.0,539.36,38.14880116267738,38.4275110843009
0,538.0,539.36,38.14880116267738,38.42657834492508
0,538.0,539.36,38.14880116267738,38.42657834492508
0,538.0,539.36,38.14880116267738,38.42366441685351
0,538.0,539.36,38.14880116267738,38.42366441685351
0,538.0,539.34,38.14880116267738,38.42519092534953
0,538.0,539.34,38.14880116267738,38.426595059785924
0,538.0,539.3,38.14880116267738,38.42160927061961
0,538.0,539.3,38.14880116267738,38.42160927061961
0,538.0,539.3,38.14880116267738,38.42160927061961
0,538.0,539.3,38.14880116267738,38.42474862252221
0,538.0,539.3,38.14880116267738,38.42474862252221
0,538.0,539.22,38.14880116267738,38.417671337652706
0,538.0,539.22,38.14880116267738,38.417671337652706
0,538.0,539.2,38.14880116267738,38.414255927529396
0,538.0,539.18,38.14880116267738,38.41811741058006
0,538.0,539.18,38.14880116267738,38.42359829824762
0,538.0,539.16,38.14880116267738,38.41858180459905
0,538.0,539.16,38.14880116267738,38.41858180459905
0,538.0,539.14,38.14880116267738,38.41606248039679
0,538.0,539.14,38.14880116267738,38.41606248039679
0,538.0,539.14,38.14880116267738,38.41606248039679
0,538.0,539.14,38.14880116267738,38.41606248039679
0,538.0,539.14,38.14880116267738,38.41606248039679
0,538.0,539.14,38.14880116267738,38.41606248039679
0,538.0,539.14,38.14880116267738,38.41606248039679
0,538.0,539.14,38.14880116267738,38.41606248039679
0,538.0,539.1,38.14880116267738,38.41272336014955
0,538.0,539.1,38.14880116267738,38.411636622233615
0,538.0,539.1,38.14880116267738,38.411636622233615
0,538.0,539.1,38.14880116267738,38.411636622233615
0,538.0,539.1,38.14880116267738,38.411636622233615
0,538.0,539.1,38.14880116267738,38.411636622233615
0,538.0,539.1,38.14880116267738,38.41214874107203
0,538.0,539.1,38.14880116267738,38.41214874107203
0,538.0,539.1,38.14880116267738,38.41214874107203
0,538.0,539.1,38.14880116267738,38.41214874107203
0,538.0,539.1,38.14880116267738,38.41290886329501
0,538.0,539.1,38.14880116267738,38.41001955866234
0,538.0,539.1,38.14880116267738,38.41001955866234
0,538.0,539.08,38.14880116267738,38.404629034868414
0,538.0,539.08,38.14880116267738,38.404629034868414
0,538.0,539.08,38.14880116267738,38.404629034868414
0,538.0,539.04,38.14339688103072,38.396847338627985
0,538.0,539.04,38.14339688103072,38.396847338627985
0,538.0,539.04,38.14339688103072,38.396847338627985
0,538.0,539.04,38.14339688103072,38.396847338627985
0,538.0,539.0,38.14339688103072,38.3921311338174
0,538.0,538.98,38.14339688103072,38.39071445452671
0,538.0,538.98,38.14339688103072,38.39071445452671
0,538.0,538.98,38.14339688103072,38.39071445452671
0,538.0,538.98,38.14339688103072,38.393555946994645
0,538.0,538.98,38.14339688103072,38.395358513711386
0,538.0,538.98,38.14339688103072,38.395514411509055
0,538.0,538.98,38.14339688103072,38.395514411509055
0,538.0,538.98,38.14339688103072,38.395514411509055
0,538.0,538.98,38.14339688103072,38.395514411509055
0,538.0,538.98,38.14339688103072,38.39121451889201
0,538.0,538.98,38.14339688103072,38.39121451889201
0,538.0,538.98,38.14339688103072,38.388157261988574
0,538.0,538.98,38.14339688103072,38.388157261988574
0,538.0,538.98,38.14339688103072,38.388157261988574
0,538.0,538.98,38.14339688103072,38.388157261988574
0,538.0,538.98,38.14339688103072,38.38542385515357
0,538.0,538.94,38.14339688103072,38.380438065987256
0,538.0,538.94,38.14339688103072,38.380438065987256
0,538.0,538.94,38.14339688103072,38.37987813498411
0,538.0,538.94,38.14339688103072,38.381012685064775
0,538.0,538.94,38.14339688103072,38.381012685064775
0,538.0,538.94,38.14339688103072,38.381012685064775
0,538.0,538.94,38.14339688103072,38.381012685064775
0,538.0,538.92,38.14339688103072,38.3776906746491
