vehicle_id,vehicle_name,num_stops_including_depot,capacity_used,capacity_max,capacity_utilization,distance_m,time_s,initial_cost,distance_cost,route_cost,stops_by_id
0,Truck-01-c4,25,0.0,10000.0,0.0,40616.901995888606,3041.515730196589,100000.0,0.0,100000.0,"[0, 73, 43, 74, 46, 55, 51, 52, 53, 54, 69, 49, 47, 48, 50, 42, 41, 57, 40, 39, 38, 45, 44, 77, 0]"
