vehicle_id,vehicle_name,num_stops_including_depot,capacity_used,capacity_max,capacity_utilization,distance_m,time_s,initial_cost,distance_cost,route_cost,stops_by_id
0,Truck-01-c4,21,0.0,10000.0,0.0,26778.178573146994,1923.9722803451214,100000.0,0.0,100000.0,"[0, 58, 6, 8, 36, 30, 68, 37, 31, 34, 32, 78, 33, 35, 71, 25, 24, 21, 20, 66, 0]"
