iter,best,mean,best_route_time,mean_route_time
0,18674.699999999997,23516.521,2115.2999999999997,2384.492
0,18674.699999999997,22286.734,2111.8999999999996,2303.456
0,18674.699999999997,21689.339,2111.8999999999996,2272.076
0,18674.699999999997,21303.676999999996,2111.8999999999996,2249.219
0,18674.699999999997,21077.795,2111.8999999999996,2240.515
0,18674.699999999997,20840.908,2107.5,2226.749
0,18674.699999999997,20724.225,2111.8999999999996,2224.59
0,18674.699999999997,20630.907,2111.8999999999996,2222.359
0,18674.699999999997,20542.946,2111.8999999999996,2217.404
0,18674.699999999997,20475.533,2111.8999999999996,2216.198
0,18674.699999999997,20404.655,2111.8999999999996,2211.9
0,18674.699999999997,20316.613999999998,2111.8999999999996,2211.673
