vehicle_id,vehicle_name,num_stops_including_depot,capacity_used,capacity_max,capacity_utilization,distance_m,initial_cost,distance_cost,route_cost,stops_by_id
1,Truck-01,80,246.0,10000.0,0.0246,297239.3392102266,75819.0,789.0,234597657.6368688,"[0, 16, 73, 44, 61, 28, 11, 52, 47, 75, 21, 55, 38, 50, 48, 41, 57, 64, 12, 68, 27, 72, 60, 70, 51, 56, 58, 59, 18, 71, 30, 69, 46, 8, 26, 23, 25, 6, 62, 35, 43, 15, 31, 14, 78, 67, 32, 40, 65, 39, 2, 49, 45, 1, 3, 5, 54, 63, 4, 9, 37, 17, 20, 19, 34, 24, 29, 74, 36, 10, 22, 42, 33, 77, 7, 53, 76, 13, 66, 0]"
