vehicle_id,vehicle_name,num_stops_including_depot,capacity_used,capacity_max,capacity_utilization,distance_m,time_s,initial_cost,distance_cost,route_cost,stops_by_id
0,Truck-01-c4,15,0.0,10000.0,0.0,34472.98098615097,2482.113139873045,100000.0,0.0,100000.0,"[0, 17, 1, 3, 2, 19, 7, 10, 11, 70, 13, 14, 15, 16, 0]"
