vehicle_id,vehicle_name,num_stops_including_depot,capacity_used,capacity_max,capacity_utilization,distance_m,initial_cost,distance_cost,route_cost,stops_by_id
1,Truck-01,80,246.0,10000.0,0.0246,291765.5982564851,75819.0,789.0,230278876.0243667,"[0, 8, 69, 73, 44, 47, 52, 28, 61, 16, 11, 51, 71, 30, 46, 23, 26, 6, 25, 18, 59, 58, 56, 70, 32, 39, 27, 68, 12, 57, 64, 75, 21, 55, 38, 50, 48, 41, 5, 54, 3, 63, 9, 37, 17, 4, 1, 45, 49, 72, 60, 2, 19, 20, 34, 24, 29, 74, 36, 10, 22, 77, 7, 53, 76, 66, 13, 33, 42, 40, 65, 67, 62, 35, 43, 15, 31, 14, 78, 0]"
