iter,best,mean,best_route_time,mean_route_time
1,3533.0,4737.19,255.73962499923908,393.42829740358184
2,3533.0,4730.09,255.73962499923908,423.5104630642077
3,3533.0,4727.855,255.73962499923908,442.0104976870453
4,3373.0,4722.285,243.7159429588219,460.0380993144431
5,3373.0,4720.985,243.7159429588219,474.42887324934503
6,3373.0,4720.205,243.7159429588219,497.610992229681
7,3373.0,4713.715,243.7159429588219,508.80160298312944
8,3373.0,4711.21,243.7159429588219,513.5292634366966
9,3373.0,4708.565,243.7159429588219,520.1615379811507
10,3373.0,4708.56,243.7159429588219,528.3074015990826
11,3373.0,4707.055,243.7159429588219,535.3994670400302
12,3373.0,4706.63,243.7159429588219,547.0327772573442
13,3373.0,4706.63,243.7159429588219,557.3279072859051
14,3373.0,4706.63,243.7159429588219,566.4303757047372
15,3373.0,4706.63,243.7159429588219,572.0494820060122
16,3373.0,4706.63,243.7159429588219,581.485916220592
17,3373.0,4706.63,243.7159429588219,592.3728843447606
18,3373.0,4706.63,243.7159429588219,598.5157521348419
19,3373.0,4706.63,243.7159429588219,597.3171525240348
20,3218.0,4705.855,233.5166234077591,602.3310296384125
21,3218.0,4705.855,233.5166234077591,611.3185547235822
22,3208.0,4705.805,233.3575461830686,620.8539625926858
23,3174.0,4705.635,231.24669489718372,632.7396944918187
24,3174.0,4705.635,231.24669489718372,644.6673787844137
25,3174.0,4705.635,231.24669489718372,651.8446631805438
26,3174.0,4705.635,231.24669489718372,652.66121432957
27,3128.0,4705.405,225.49348087373664,654.7430112591185
28,3128.0,4705.405,225.49348087373664,655.8048826437656
29,3128.0,4705.405,225.49348087373664,661.3671368182938
30,3128.0,4705.405,225.49348087373664,662.1637028115153
31,3128.0,4705.405,225.49348087373664,667.3233349446822
32,3128.0,4705.405,225.49348087373664,672.7881791872092
33,3128.0,4705.405,225.49348087373664,669.4063251043344
34,3128.0,4705.405,225.49348087373664,669.2875456873924
35,3128.0,4705.405,225.49348087373664,670.5741671243907
36,3128.0,4705.405,225.49348087373664,678.2691095601758
37,3128.0,4705.405,225.49348087373664,678.9628046292885
38,3128.0,4705.405,225.49348087373664,679.5807696837662
39,3128.0,4705.405,225.49348087373664,681.9564051145958
40,3115.0,4705.34,224.9043819066435,685.2484973041086
41,3115.0,4705.34,224.9043819066435,681.7125764336723
42,3115.0,4705.34,224.9043819066435,688.6049594746725
43,3115.0,4705.34,224.9043819066435,687.3834639859508
44,3115.0,4705.34,224.9043819066435,688.8875676643942
45,3115.0,4705.34,224.9043819066435,689.1041849392432
46,3115.0,4705.34,224.9043819066435,691.6221564144901
47,3115.0,4705.34,224.9043819066435,688.9126465137543
48,3115.0,4705.34,224.9043819066435,687.9010203285646
49,3115.0,4705.34,224.9043819066435,684.5582339458831
50,3095.0,4705.24,222.94291105424924,686.8649531547063
51,3087.0,4705.2,222.60544034312807,687.3616320653466
52,3087.0,4705.2,222.60544034312807,688.1140102381396
53,3087.0,4705.2,222.60544034312807,685.0818355751007
54,3087.0,4705.2,222.60544034312807,687.43596743823
55,3087.0,4705.2,222.60544034312807,688.0338782055796
56,3077.0,4705.15,222.54874282326875,691.8633579718086
57,3077.0,4705.15,222.54874282326875,694.3969836797713
58,3077.0,4705.15,222.54874282326875,689.6449440291119
59,3077.0,4705.15,222.54874282326875,692.5584912156484
60,3077.0,4705.15,222.54874282326875,693.409794285864
61,3077.0,4705.15,222.54874282326875,693.3563287415648
62,3077.0,4705.15,222.54874282326875,695.6026123330805
63,3077.0,4705.15,222.54874282326875,699.146197734442
64,3077.0,4705.15,222.54874282326875,702.0838600913239
65,3077.0,4705.15,222.54874282326875,700.7758656616227
66,3077.0,4705.15,222.54874282326875,697.8583742758283
67,3077.0,4705.15,222.54874282326875,697.9091530783066
68,3076.0,4705.145,222.68123375815458,705.6154006275975
69,3076.0,4705.145,222.68123375815458,704.2286223621413
70,3076.0,4705.145,222.47532361731976,704.547301074423
71,3076.0,4705.145,222.47532361731976,705.1314954191814
72,3076.0,4705.145,222.47532361731976,702.159786756913
73,3072.0,4705.125,222.40774876128495,700.1799143598768
74,3072.0,4705.125,222.40774876128495,702.7555413609853
75,3072.0,4705.125,222.40774876128495,705.0344404539378
76,3072.0,4705.125,222.40774876128495,707.8630681240631
77,3072.0,4705.125,222.40774876128495,713.8205631828896
78,3072.0,4705.125,222.40774876128495,709.5264647020003
79,3072.0,4705.125,222.40774876128495,706.9406713720729
80,3072.0,4705.125,222.40774876128495,713.5672750004042
81,3072.0,4705.125,222.40774876128495,710.1292697630191
82,3072.0,4705.125,222.40774876128495,709.6419441915697
83,3072.0,4705.125,222.40774876128495,714.6459935433729
84,3072.0,4705.125,222.40774876128495,716.5160893390275
85,3045.0,4704.99,220.23544146338747,723.1070829897534
86,3045.0,4704.99,220.23544146338747,719.8849984931807
87,3039.0,4704.96,220.34500665794428,717.5883358432174
88,3036.0,4704.945,220.14444223250752,719.9365207556136
89,3029.0,4704.91,219.21583566104044,743.3308577860505
90,3017.0,4704.85,219.46355649852566,749.2424451253141
91,3017.0,4704.85,219.46355649852566,755.7620984293645
92,3017.0,4704.85,219.46355649852566,759.7768567143746
93,3017.0,4704.85,219.46355649852566,762.8692602734925
94,3017.0,4704.85,219.8489244310255,760.065080147275
95,3017.0,4704.85,222.09467787018374,761.1044514369211
96,3017.0,4704.85,223.0185662490659,763.7697329098067
97,3017.0,4704.85,227.76427918510726,764.6547632761632
98,3017.0,4704.85,228.56409994277735,768.211280007658
99,3017.0,4704.85,228.59907714693517,763.0034105969415
100,3017.0,4704.85,229.68546560002753,765.6120719417112
101,3017.0,4704.85,232.42424772475496,768.7987613282812
102,3017.0,4704.85,232.42424772475496,769.9302449499171
103,3017.0,4704.85,230.92205832503353,774.5126757946905
104,3017.0,4704.85,230.92205832503353,776.34800326122
105,3017.0,4704.85,232.8116984417613,772.8787516909516
106,3017.0,4704.85,231.86360458596684,773.7014492181218
107,3017.0,4704.85,233.0259234989788,770.7339149647227
108,3017.0,4704.85,235.05250294479376,770.2575612983615
109,3017.0,4704.85,235.05250294479376,768.9934223592718
110,3017.0,4704.85,228.82800849408366,771.116104425587
111,3017.0,4704.85,228.82800849408366,770.570116921757
112,3017.0,4704.85,234.47759324126397,762.819494300143
113,3017.0,4704.85,235.77557689928838,765.2857100249043
114,3017.0,4704.85,239.53628176577396,762.1942780091726
115,3017.0,4704.85,238.49127116093118,761.5395535933513
116,3017.0,4704.85,239.1671333419803,760.5468869659979
117,3017.0,4704.85,242.00611237209463,761.1299560743099
118,3017.0,4704.85,237.23625430287953,759.5016673518899
119,3017.0,4704.85,238.06266409165792,765.1025091378083
120,3017.0,4704.85,239.93251026807357,767.1389188484833
121,3017.0,4704.85,268.5200214334819,766.3954561785332
122,3017.0,4704.85,268.5200214334819,765.9668850512858
123,3017.0,4704.85,271.6820637440304,769.0303404139506
124,3017.0,4704.85,277.04028035065744,764.2416043338364
125,3017.0,4704.85,277.04028035065744,767.0674065770846
126,3017.0,4704.85,276.49866035786994,768.6929650416346
127,3017.0,4704.85,259.6668818580001,764.0218051926706
128,3017.0,4704.85,261.7535849219501,766.4128685937404
129,3017.0,4704.85,260.4932916467785,765.8274758954659
130,3017.0,4704.85,260.2536507425553,764.9967547989296
131,3017.0,4704.85,272.06509650990955,768.5095223046523
132,3017.0,4704.85,272.19969157383724,765.3323584327046
133,3017.0,4704.85,254.66008558408035,761.5905179576927
134,3017.0,4704.85,269.0083620429346,761.9307329466418
135,3017.0,4704.85,261.53202078367326,763.5174567068195
136,3017.0,4704.85,261.53202078367326,769.0403592534286
137,3017.0,4704.85,269.6789988757386,768.498797826774
138,3017.0,4704.85,262.9479257310508,769.4773760354053
139,3017.0,4704.85,247.79494312256998,769.2143043896799
140,3017.0,4704.85,294.0309675631555,765.6938411853934
141,3017.0,4704.85,327.46187985764055,770.2687172492805
142,3017.0,4704.85,322.64750747266186,773.453290093104
143,3017.0,4704.85,292.36945228008614,778.211971563124
144,3017.0,4704.85,291.8742504995287,781.8473902956123
145,3017.0,4704.85,283.3790027070989,780.7518738474746
146,3017.0,4704.85,283.3790027070989,780.7518738474746
