vehicle_id,vehicle_name,num_stops_including_depot,capacity_used,capacity_max,capacity_utilization,distance_m,time_s,initial_cost,distance_cost,route_cost,stops_by_id
1,Truck-01,80,246.0,10000.0,0.0246,248535.9157993211,17842.70876672797,75819.0,789.0,196170656.56566435,"[0, 26, 8, 23, 46, 69, 18, 71, 30, 11, 16, 44, 73, 61, 28, 52, 47, 75, 64, 57, 41, 48, 50, 21, 55, 38, 5, 54, 3, 1, 45, 49, 2, 63, 37, 17, 9, 4, 20, 19, 34, 24, 29, 74, 36, 10, 22, 77, 7, 53, 76, 66, 13, 33, 42, 65, 40, 32, 39, 70, 60, 72, 27, 12, 68, 51, 56, 58, 59, 25, 67, 78, 14, 31, 62, 6, 35, 15, 43, 0]"
