vehicle_id,vehicle_name,num_stops_including_depot,capacity_used,capacity_max,capacity_utilization,distance_m,initial_cost,distance_cost,route_cost,stops_by_id
1,Truck-01,80,246.0,10000.0,0.0246,251973.7011914446,75819.0,789.0,198883069.24004978,"[0, 26, 8, 23, 46, 69, 28, 61, 73, 44, 55, 38, 5, 54, 3, 1, 45, 63, 4, 9, 37, 17, 20, 19, 34, 24, 29, 74, 36, 10, 22, 77, 7, 53, 76, 66, 13, 33, 42, 2, 49, 57, 41, 48, 50, 21, 64, 75, 47, 52, 16, 11, 30, 71, 18, 59, 58, 56, 51, 68, 12, 27, 72, 60, 70, 39, 32, 40, 65, 67, 25, 6, 62, 31, 14, 78, 35, 15, 43, 0]"
