vehicle_id,vehicle_name,num_stops_including_depot,capacity_used,capacity_max,capacity_utilization,distance_m,initial_cost,distance_cost,route_cost,stops_by_id
1,Truck-01,80,246.0,10000.0,0.0246,253267.87433582786,75819.0,789.0,199904171.85096818,"[0, 6, 62, 31, 14, 78, 65, 67, 25, 18, 59, 58, 56, 68, 51, 52, 28, 47, 75, 64, 21, 48, 41, 57, 12, 27, 72, 60, 2, 70, 39, 32, 40, 42, 33, 13, 66, 76, 53, 7, 77, 22, 10, 36, 74, 29, 24, 34, 19, 20, 17, 37, 9, 4, 63, 1, 45, 49, 3, 54, 5, 50, 55, 38, 44, 73, 61, 16, 11, 71, 30, 69, 46, 23, 8, 26, 43, 15, 35, 0]"
