vehicle_id,vehicle_name,num_stops_including_depot,capacity_used,capacity_max,capacity_utilization,distance_m,time_s,initial_cost,distance_cost,route_cost,stops_by_id
1,Truck-01,80,246.0,10000.0,0.0246,277272.7971704441,20145.098943365778,75819.0,789.0,218844055.9674804,"[0, 6, 62, 31, 14, 78, 65, 40, 32, 42, 22, 10, 77, 7, 53, 76, 66, 13, 33, 39, 2, 4, 37, 17, 63, 9, 20, 36, 74, 19, 34, 29, 24, 60, 70, 72, 27, 68, 12, 49, 45, 1, 54, 5, 3, 48, 50, 41, 57, 64, 21, 47, 52, 28, 61, 75, 38, 55, 44, 73, 16, 11, 30, 69, 46, 8, 26, 23, 18, 71, 51, 58, 56, 59, 25, 67, 35, 15, 43, 0]"
