iter,best,mean
1,9866.358109457704,12194.445341500645
2,9866.358109457704,11325.56645374646
3,9866.358109457704,10894.918081862652
4,9866.358109457704,10567.501671935172
5,9866.358109457704,10196.876648222858
6,9866.358109457704,10027.756315071825
7,9866.358109457704,9966.026804785717
8,9866.358109457704,9948.88277976673
9,9866.358109457704,9927.451857454196
10,9866.358109457704,9907.028389340585
11,9866.358109457704,9901.519210074031
12,9866.358109457704,9899.990466568976
13,9866.358109457704,9896.49619570027
14,9866.358109457704,9892.56514097298
15,9866.358109457704,9886.013383094161
16,9866.358109457704,9876.62253013452
17,9866.358109457704,9866.358109457706
18,9866.358109457704,9866.358109457706
19,9866.358109457704,9866.358109457706
20,9866.358109457704,9866.358109457706
21,9866.358109457704,9866.358109457706
22,9866.358109457704,9866.358109457706
23,9866.358109457704,9866.358109457706
24,9866.358109457704,9866.358109457706
25,9866.358109457704,9866.358109457706
26,9866.358109457704,9866.358109457706
27,9866.358109457704,9866.358109457706
28,9866.358109457704,9866.358109457706
29,9866.358109457704,9866.358109457706
30,9866.358109457704,9866.358109457706
31,9866.358109457704,9866.358109457706
32,9866.358109457704,9866.358109457706
33,9866.358109457704,9866.358109457706
34,9866.358109457704,9866.358109457706
35,9866.358109457704,9866.358109457706
36,9866.358109457704,9866.358109457706
37,9866.358109457704,9866.358109457706
38,9866.358109457704,9866.358109457706
39,9866.358109457704,9866.358109457706
40,9866.358109457704,9866.358109457706
41,9866.358109457704,9866.358109457706
42,9866.358109457704,9866.358109457706
43,9866.358109457704,9866.358109457706
44,9866.358109457704,9866.358109457706
45,9866.358109457704,9866.358109457706
46,9866.358109457704,9866.358109457706
47,9866.358109457704,9866.358109457706
48,9866.358109457704,9866.358109457706
49,9866.358109457704,9866.358109457706
50,9866.358109457704,9866.358109457706
51,9866.358109457704,9866.358109457706
52,9866.358109457704,9866.358109457706
53,9866.358109457704,9866.358109457706
54,9866.358109457704,9866.358109457706
55,9866.358109457704,9866.358109457706
56,9866.358109457704,9866.358109457706
57,9866.358109457704,9866.358109457706
58,9866.358109457704,9866.358109457706
59,9866.358109457704,9866.358109457706
60,9866.358109457704,9866.358109457706
61,9866.358109457704,9866.358109457706
62,9866.358109457704,9866.358109457706
63,9866.358109457704,9866.358109457706
64,9866.358109457704,9866.358109457706
65,9866.358109457704,9866.358109457706
66,9866.358109457704,9866.358109457706
67,9866.358109457704,9866.358109457706
68,9866.358109457704,9866.358109457706
69,9866.358109457704,9866.358109457706
70,9866.358109457704,9866.358109457706
71,9866.358109457704,9866.358109457706
72,9866.358109457704,9866.358109457706
73,9866.358109457704,9866.358109457706
74,9866.358109457704,9866.358109457706
75,9866.358109457704,9866.358109457706
76,9866.358109457704,9866.358109457706
77,9866.358109457704,9866.358109457706
78,9866.358109457704,9866.358109457706
79,9866.358109457704,9866.358109457706
80,9866.358109457704,9866.358109457706
81,9866.358109457704,9866.358109457706
82,9866.358109457704,9866.358109457706
83,9866.358109457704,9866.358109457706
84,9866.358109457704,9866.358109457706
85,9866.358109457704,9866.358109457706
86,9866.358109457704,9866.358109457706
87,9866.358109457704,9866.358109457706
88,9866.358109457704,9866.358109457706
89,9866.358109457704,9866.358109457706
90,9866.358109457704,9866.358109457706
91,9866.358109457704,9866.358109457706
92,9866.358109457704,9866.358109457706
93,9866.358109457704,9866.358109457706
94,9866.358109457704,9866.358109457706
95,9866.358109457704,9866.358109457706
96,9866.358109457704,9866.358109457706
97,9866.358109457704,9866.358109457706
98,9866.358109457704,9866.358109457706
99,9866.358109457704,9866.358109457706
100,9866.358109457704,9866.358109457706
101,9866.358109457704,9866.358109457706
