vehicle_id,vehicle_name,num_stops_including_depot,capacity_used,capacity_max,capacity_utilization,distance_m,time_s,initial_cost,distance_cost,route_cost,stops_by_id
0,Truck-01-c1,24,0.0,10000.0,0.0,33695.27919042992,2427.1958350676687,100000.0,0.0,100000.0,"[0, 45, 44, 77, 43, 73, 74, 46, 55, 51, 52, 53, 54, 69, 56, 49, 47, 48, 50, 42, 41, 57, 40, 0]"
