vehicle_id,vehicle_name,num_stops_including_depot,capacity_used,capacity_max,capacity_utilization,distance_m,initial_cost,distance_cost,route_cost,stops_by_id
1,Truck-01,80,246.0,10000.0,0.0246,251337.487470836,75819.0,789.0,198381096.61448961,"[0, 6, 62, 31, 14, 78, 67, 65, 40, 13, 66, 76, 53, 7, 77, 10, 22, 42, 33, 32, 25, 18, 59, 58, 56, 68, 12, 27, 72, 60, 70, 39, 29, 24, 2, 34, 74, 36, 19, 20, 17, 37, 9, 4, 63, 1, 45, 49, 57, 41, 48, 50, 3, 54, 5, 38, 55, 44, 73, 61, 28, 16, 52, 47, 75, 21, 64, 51, 71, 11, 30, 69, 46, 23, 8, 26, 43, 15, 35, 0]"
