Iterasi,aco,ga,nsga2,ntnsga2,pso
1,54131.60000000002,56221.5,56221.5,54832.51333333335,58378.30000000003
2,54131.60000000002,54131.60000000002,54131.60000000002,53724.346666666665,55625.89999999998
3,54131.60000000002,54088.0,53285.39999999998,53686.479999999996,55625.89999999998
4,54131.60000000002,54088.0,53285.39999999998,53649.68666666666,55625.89999999998
5,54088.0,54088.0,53285.39999999998,53649.68666666666,55625.89999999998
6,54088.0,54088.0,53285.39999999998,53649.68666666666,53285.39999999998
7,54088.0,54088.0,53285.39999999998,53649.68666666666,53285.39999999998
8,54088.0,54088.0,53285.39999999998,53649.68666666666,53285.39999999998
9,54088.0,54088.0,53285.39999999998,53649.68666666666,53285.39999999998
10,54088.0,54088.0,53285.39999999998,53621.47999999999,53285.39999999998
11,54088.0,54088.0,53285.39999999998,53593.27333333332,53285.39999999998
12,54088.0,54088.0,53285.39999999998,53593.27333333332,53285.39999999998
13,53285.39999999998,54088.0,53285.39999999998,53593.27333333332,53285.39999999998
14,53285.39999999998,54088.0,53285.39999999998,53593.27333333332,53234.5
15,53285.39999999998,54088.0,53285.39999999998,53593.27333333332,53234.5
16,53285.39999999998,54088.0,53285.39999999998,53554.03333333332,53234.5
17,53285.39999999998,54088.0,53285.39999999998,53554.03333333332,53234.5
18,53285.39999999998,54088.0,53285.39999999998,53554.03333333332,53234.5
19,53285.39999999998,54088.0,53285.39999999998,53554.03333333332,53234.5
20,53285.39999999998,54088.0,53285.39999999998,53554.03333333332,53234.5
21,53285.39999999998,54088.0,53285.39999999998,53554.03333333332,53234.5
22,53285.39999999998,54088.0,53285.39999999998,53554.03333333332,53234.5
23,53285.39999999998,54088.0,53285.39999999998,53554.03333333332,53234.5
24,53285.39999999998,54088.0,53285.39999999998,53554.03333333332,53234.5
25,53285.39999999998,54088.0,53285.39999999998,53554.03333333332,53234.5
26,53285.39999999998,54088.0,53285.39999999998,53554.03333333332,53234.5
