Iterasi,aco,ga,nsga2,ntnsga2,pso
1,49897.699999999975,49014.10000000001,49014.10000000001,49449.79333333334,57406.80000000003
2,49897.699999999975,49014.10000000001,49014.10000000001,49043.553333333344,52358.89999999999
3,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,50014.5
4,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
5,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
6,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
7,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
8,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
9,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
10,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
11,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
12,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
13,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
14,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
15,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
16,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
17,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
18,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
19,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
20,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
21,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
22,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
23,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
24,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
25,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
26,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
27,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
28,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
29,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
30,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
31,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
32,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
33,49897.699999999975,49014.10000000001,49014.10000000001,49014.10000000001,49014.10000000001
