Iterasi,aco,ga,nsga2,ntnsga2,pso
1,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
2,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
3,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
4,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
5,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
6,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
7,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
8,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
9,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
10,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
11,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
12,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
13,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
14,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
15,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
16,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
17,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
18,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
19,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
20,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
21,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
22,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
23,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
24,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
25,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
26,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
27,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
28,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
29,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
30,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
31,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
32,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
33,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
34,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
35,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
36,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
37,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
38,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
39,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
40,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
41,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
42,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003,58284.30000000003
43,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
44,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
45,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
46,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
47,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
48,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
49,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
50,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
51,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
52,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
53,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
54,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
55,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
56,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
57,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
58,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
59,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
60,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
61,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
62,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
63,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
64,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
65,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
66,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
67,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
68,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
69,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
70,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
71,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
72,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
73,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
74,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
75,58284.30000000003,58284.30000000003,58284.30000000003,,58284.30000000003
