Iterasi,aco,ga,nsga2,ntnsga2,pso
420,,19731.8,,,
421,,19731.8,,,
422,,19731.8,,,
423,,19731.8,,,
424,,19731.8,,,
425,,19731.8,,,
426,,19731.8,,,
427,,19731.8,,,
428,,19731.8,,,
429,,19731.8,,,
430,,19731.8,,,
431,,19731.8,,,
432,,19731.8,,,
433,,19731.8,,,
434,,19731.8,,,
435,,19731.8,,,
436,,19731.8,,,
437,,19731.8,,,
438,,19731.8,,,
439,,19731.8,,,
440,,19731.8,,,
441,,19731.8,,,
442,,19731.8,,,
443,,19731.8,,,
444,,19731.8,,,
445,,19731.8,,,
446,,19731.8,,,
447,,19731.8,,,
448,,19731.8,,,
449,,19731.8,,,
450,,19731.8,,,
451,,19731.8,,,
452,,19731.8,,,
453,,19731.8,,,
454,,19731.8,,,
455,,19731.8,,,
456,,19731.8,,,
457,,19731.8,,,
458,,19731.8,,,
459,,19731.8,,,
460,,19731.8,,,
461,,19731.8,,,
462,,19731.8,,,
463,,19731.8,,,
464,,19731.8,,,
465,,19731.8,,,
466,,19731.8,,,
467,,19731.8,,,
468,,19731.8,,,
469,,19731.8,,,
470,,19731.8,,,
471,,19731.8,,,
472,,19731.8,,,
473,,19731.8,,,
474,,19731.8,,,
475,,19731.8,,,
476,,19731.8,,,
477,,19731.8,,,
478,,19731.8,,,
479,,19731.8,,,
480,,19731.8,,,
481,,19731.8,,,
482,,19731.8,,,
483,,19731.8,,,
484,,19731.8,,,
485,,19731.8,,,
486,,19731.8,,,
487,,19731.8,,,
488,,19731.8,,,
489,,19731.8,,,
490,,19731.8,,,
491,,19731.8,,,
492,,19731.8,,,
493,,19731.8,,,
494,,19731.8,,,
495,,19731.8,,,
496,,19731.8,,,
497,,19731.8,,,
498,,19731.8,,,
499,,19731.8,,,
500,,19731.8,,,
501,,19731.8,,,
502,,19731.8,,,
503,,19731.8,,,
504,,19731.8,,,
505,,19731.8,,,
506,,19731.8,,,
507,,19731.8,,,
508,,19731.8,,,
509,,19731.8,,,
510,,19731.8,,,
511,,19731.8,,,
512,,19731.8,,,
513,,19731.8,,,
514,,19731.8,,,
515,,19731.8,,,
516,,19731.8,,,
517,,19731.8,,,
518,,19731.8,,,
519,,19731.8,,,
520,,19731.8,,,
521,,19731.8,,,
522,,19731.8,,,
523,,19731.8,,,
524,,19731.8,,,
525,,19731.8,,,
526,,19731.8,,,
527,,19731.8,,,
528,,19731.8,,,
529,,19731.8,,,
530,,19731.8,,,
531,,19731.8,,,
532,,19731.8,,,
533,,19731.8,,,
534,,19731.8,,,
535,,19731.8,,,
536,,19731.8,,,
537,,19731.8,,,
538,,19731.8,,,
539,,19731.8,,,
540,,19731.8,,,
541,,19731.8,,,
542,,19731.8,,,
543,,19731.8,,,
544,,19731.8,,,
545,,19731.8,,,
546,,19731.8,,,
547,,19731.8,,,
548,,19731.8,,,
549,,19731.8,,,
550,,19731.8,,,
551,,19731.8,,,
552,,19731.8,,,
553,,19731.8,,,
554,,19731.8,,,
555,,19731.8,,,
556,,19731.8,,,
557,,19731.8,,,
558,,19731.8,,,
559,,19731.8,,,
560,,19731.8,,,
561,,19731.8,,,
562,,19731.8,,,
563,,19731.8,,,
564,,19731.8,,,
565,,19731.8,,,
566,,19731.8,,,
567,,19731.8,,,
568,,19731.8,,,
569,,19731.8,,,
570,,19731.8,,,
571,,19731.8,,,
572,,19731.8,,,
573,,19731.8,,,
574,,19731.8,,,
575,,19731.8,,,
576,,19731.8,,,
577,,19731.8,,,
578,,19731.8,,,
579,,19731.8,,,
580,,19731.8,,,
581,,19731.8,,,
582,,19731.8,,,
583,,19731.8,,,
584,,19731.8,,,
585,,19731.8,,,
586,,19731.8,,,
587,,19731.8,,,
588,,19731.8,,,
589,,19731.8,,,
590,,19731.8,,,
591,,19731.8,,,
592,,19731.8,,,
593,,19731.8,,,
594,,19731.8,,,
595,,19731.8,,,
596,,19731.8,,,
597,,19731.8,,,
598,,19731.8,,,
599,,19731.8,,,
600,,19731.8,,,
601,,19731.8,,,
602,,19731.8,,,
603,,19731.8,,,
604,,19731.8,,,
605,,19731.8,,,
606,,19731.8,,,
607,,19731.8,,,
608,,19731.8,,,
609,,19731.8,,,
610,,19731.8,,,
611,,19731.8,,,
612,,19731.8,,,
613,,19731.8,,,
614,,19731.8,,,
615,,19731.8,,,
616,,19731.8,,,
617,,19731.8,,,
618,,19731.8,,,
619,,19731.8,,,
620,,19731.8,,,
621,,19731.8,,,
622,,19731.8,,,
623,,19731.8,,,
624,,19731.8,,,
625,,19731.8,,,
626,,19731.8,,,
627,,19731.8,,,
628,,19731.8,,,
629,,19731.8,,,
630,,19731.8,,,
631,,19731.8,,,
632,,19731.8,,,
633,,19731.8,,,
634,,19731.8,,,
635,,19731.8,,,
636,,19731.8,,,
637,,19731.8,,,
638,,19731.8,,,
639,,19731.8,,,
640,,19731.8,,,
641,,19731.8,,,
642,,19731.8,,,
643,,19731.8,,,
644,,19731.8,,,
645,,19731.8,,,
646,,19731.8,,,
647,,19731.8,,,
648,,19731.8,,,
649,,19731.8,,,
650,,19731.8,,,
651,,19731.8,,,
652,,19731.8,,,
653,,19731.8,,,
654,,19731.8,,,
655,,19731.8,,,
656,,19731.8,,,
657,,19731.8,,,
658,,19731.8,,,
659,,19731.8,,,
660,,19731.8,,,
661,,19731.8,,,
662,,19731.8,,,
663,,19731.8,,,
664,,19731.8,,,
665,,19731.8,,,
666,,19731.8,,,
667,,19731.8,,,
668,,19731.8,,,
669,,19731.8,,,
670,,19731.8,,,
671,,19731.8,,,
672,,19731.8,,,
673,,19731.8,,,
674,,19731.8,,,
675,,19731.8,,,
676,,19731.8,,,
677,,19731.8,,,
678,,19731.8,,,
679,,19731.8,,,
680,,19731.8,,,
681,,19731.8,,,
682,,19731.8,,,
683,,19731.8,,,
684,,19731.8,,,
685,,19731.8,,,
686,,19731.8,,,
687,,19731.8,,,
688,,19731.8,,,
689,,19731.8,,,
690,,19731.8,,,
691,,19731.8,,,
692,,19731.8,,,
693,,19731.8,,,
694,,19731.8,,,
695,,19731.8,,,
696,,19731.8,,,
697,,19731.8,,,
698,,19731.8,,,
699,,19731.8,,,
700,,19731.8,,,
701,,19731.8,,,
702,,19731.8,,,
703,,19731.8,,,
704,,19731.8,,,
705,,19731.8,,,
706,,19731.8,,,
707,,19731.8,,,
708,,19731.8,,,
709,,19731.8,,,
710,,19731.8,,,
711,,19731.8,,,
712,,19731.8,,,
713,,19731.8,,,
714,,19731.8,,,
715,,19731.8,,,
716,,19731.8,,,
717,,19731.8,,,
718,,19731.8,,,
719,,19731.8,,,
720,,19731.8,,,
721,,19731.8,,,
722,,19731.8,,,
723,,19731.8,,,
724,,19731.8,,,
725,,19731.8,,,
726,,19731.8,,,
727,,19731.8,,,
728,,19731.8,,,
729,,19731.8,,,
730,,19731.8,,,
731,,19731.8,,,
732,,19731.8,,,
733,,19731.8,,,
734,,19731.8,,,
735,,19731.8,,,
736,,19731.8,,,
737,,19731.8,,,
738,,19731.8,,,
739,,19731.8,,,
740,,19731.8,,,
741,,19731.8,,,
742,,19731.8,,,
743,,19731.8,,,
744,,19731.8,,,
745,,19731.8,,,
746,,19731.8,,,
747,,19731.8,,,
748,,19731.8,,,
749,,19731.8,,,
750,,19731.8,,,
751,,19731.8,,,
752,,19731.8,,,
753,,19731.8,,,
754,,19731.8,,,
755,,19731.8,,,
756,,19731.8,,,
757,,19731.8,,,
758,,19731.8,,,
759,,19731.8,,,
760,,19731.8,,,
761,,19731.8,,,
762,,19731.8,,,
763,,19731.8,,,
764,,19731.8,,,
