Iterasi,aco,ga,nsga2,ntnsga2,pso
1,17443.0,19066.599999999988,19066.599999999988,17274.260000000006,17197.200000000008
2,17443.0,19066.599999999988,19066.599999999988,17247.46666666667,17197.200000000008
3,17443.0,19066.599999999988,19066.599999999988,17229.97333333334,17197.200000000008
4,17197.200000000008,19066.599999999988,19066.599999999988,17229.97333333334,17197.200000000008
5,17197.200000000008,19066.599999999988,19066.599999999988,17213.586666666673,17197.200000000008
6,17197.200000000008,19066.599999999988,19066.599999999988,17205.39333333334,17197.200000000008
7,17197.200000000008,19066.599999999988,17993.0,17197.200000000008,17197.200000000008
8,17197.200000000008,19066.599999999988,17993.0,17197.200000000008,17197.200000000008
9,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
10,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
11,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
12,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
13,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
14,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
15,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
16,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
17,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
18,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
19,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
20,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
21,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
22,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
23,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
24,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
25,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
26,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
27,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
28,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
29,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
30,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
31,17197.200000000008,17993.0,17993.0,17197.200000000008,17197.200000000008
